species,filename,year,month,day,eventDate,doy,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,verbatimElevation,n_leaves,area,perimeter,bbox_min_long_side,bbox_min_short_side,aspect_ratio,circularity,convexity,concavity
Aster alpinus,5890596663,1906,8,1,1906-08-01T00:00,213,46.391921,10.036216,2188,NA,6069,NA,1,1.62,9.08,3.75,0.87,0.324232,0.246854,0.754665,0.245335
Aster alpinus,5890596669,1918,7,28,1918-07-28T00:00,209,46.762916,9.675082,2072,NA,613,NA,2,0.28500000000000003,3.33,1.42,0.32,2.231989,0.270308,0.821428,0.178572
Aster alpinus,5890596672,1906,7,26,1906-07-26T00:00,207,46.490752,9.899025,1782,NA,2684,2000 m,6,0.52,4.84,2.125,0.47500000000000003,0.636137,0.263344,0.7494704999999999,0.2505295
Aster alpinus,5890596678,1905,7,28,1905-07-28T00:00,209,46.484575,9.916213,1950,NA,869,1950m,1,0.04,1.93,0.73,0.18,0.845455,0.120501,0.689039,0.310961
Aster alpinus,5890596679,1952,7,21,1952-07-21T00:00,203,46.889012,9.476609,2280,NA,706,2280m,7,0.39,5.43,2.12,0.45,0.428094,0.245096,0.832409,0.167591
Aster alpinus,5890596680,1989,8,15,1989-08-15T00:00,227,46.521551,9.831659,2380,NA,NA,2380m,2,0.47,5.075,2.265,0.475,0.9925774999999999,0.2335585,0.839785,0.160215
Aster alpinus,5890596682,1912,7,NA,1912-07,341,46.909654,9.868598,2200,NA,1067,2200m,9,0.65,4.98,2.08,0.59,0.613636,0.284252,0.871279,0.128721
Aster alpinus,5890596685,1990,4,30,1990-04-30T00:00,120,46.541823,9.872988,1860,NA,NA,1860m,1,0.17,2.23,0.86,0.33,0.716814,0.421994,0.91272,0.08728
Aster alpinus,5890596686,1979,7,14,1979-07-14T00:00,195,46.77985,10.201288,1630,NA,640,1630m,8,0.31,4.51,2,0.445,0.814964,0.21515,0.6729160000000001,0.32708400000000004
Viola calcarata,3383268331,1985,6,24,1985-06-24T00:00,175,46.028365,7.212636,2120,NA,NA,2100 - 2140 m,7,0.77,4.4,1.56,0.8,1.548173,0.557335,0.946198,0.053802
Viola calcarata,3383271315,1916,6,12,1916-06-12T00:00,164,46.239166,7.653889,3015,NA,NA,NA,2,0.525,3.41,1.375,0.58,1.1412339999999999,0.5684365,0.920826,0.079174
Viola calcarata,3383271461,1899,6,24,1899-06-24T00:00,175,45.867777,7.160833,2352,NA,NA,2350 m,1,0.88,4.07,1.62,0.84,2.579365,0.66864,0.970124,0.029876
Viola calcarata,3383271489,1910,8,4,1910-08-04T00:00,216,45.875423,7.145308,2681,NA,NA,2800 m,1,0.31,2.23,0.85,0.54,2.17284,0.79845,0.982212,0.017788000000000002
Viola calcarata,3383271524,1896,7,NA,1896-07,NA,45.868888,7.170556,2475,NA,NA,NA,6,0.22999999999999998,2.065,0.7849999999999999,0.435,0.7654905,0.61373,0.9443415,0.0556585
Viola calcarata,3383271662,1911,6,25,1911-06-25T00:00,176,46.168611,7.0975,2008,NA,NA,2000 m,2,0.295,2.43,0.925,0.47,2.3379705,0.621877,0.922919,0.077081
Viola calcarata,3383272333,1973,6,13,1973-06-13T00:00,164,45.912777,7.085556,2123,NA,NA,2120 m,7,0.47,3.71,1.58,0.48,0.750973,0.438081,0.958538,0.041462
Viola calcarata,3383272542,1886,7,21,1886-07-21T00:00,202,45.868888,7.170556,2475,NA,NA,NA,10,0.31000000000000005,2.7800000000000002,1.185,0.425,1.606061,0.5194255,0.920148,0.079852
Viola calcarata,3383272584,1912,8,6,1912-08-06T00:00,219,46.046388,7.461667,2406,NA,NA,2400 m,1,0.41,2.91,1.09,0.65,1.090164,0.614421,0.886061,0.113939
Viola calcarata,3383273303,1950,6,8,1950-06-08T00:00,159,46.030833,7.774722,2196,NA,NA,2200 m,1,0.19,1.8,0.71,0.36,1.414894,0.727259,0.978661,0.021339
Viola calcarata,3383273312,1989,2,14,1989-02-14T00:00,45,46.375,8.019444,1996,NA,NA,2000 m,4,0.65,3.8,1.355,0.81,1.2887135,0.660293,0.9186885,0.08131150000000001
Viola calcarata,3383273753,1896,7,25,1896-07-25T00:00,207,45.869125,7.152435,2373,NA,826,2400 m,2,0.305,2.83,1.2,0.405,1.2741325,0.4673565,0.9386625,0.0613375
Viola calcarata,3383274582,1880,7,18,1880-07-18T00:00,200,46.191666,7.097222,2514,NA,NA,2500 m,2,0.6100000000000001,3.375,1.3850000000000002,0.515,2.435946,0.5488715,0.9491499999999999,0.05085
Viola calcarata,3383276463,1949,6,6,1949-06-06T00:00,157,46.207777,7.865278,2078,NA,NA,2100 m,5,0.27,2.54,0.85,0.54,1.686567,0.488738,0.918699,0.081301
Viola calcarata,3383276606,1907,7,5,1907-07-05T00:00,186,45.992222,7.706111,2541,NA,NA,NA,5,0.73,3.76,1.46,0.71,0.995495,0.560268,0.927717,0.072283
Viola calcarata,3383277444,1900,7,NA,1900-07,NA,46.346944,7.4775,1987,NA,NA,NA,3,0.23,4.22,1.88,0.33,0.95102,0.163122,0.872005,0.127995
Viola calcarata,3383277461,1905,6,15,1905-06-15T00:00,166,46.112222,7.159444,1689,NA,NA,NA,13,0.49,3.05,1.16,0.61,0.984674,0.59626,0.967286,0.032714
Viola calcarata,3383277670,1991,7,4,1991-07-04T00:00,185,46.394444,8.046667,2305,NA,NA,2300 m,5,1.01,4.15,1.4,0.99,0.605634,0.636551,0.962511,0.037489
Viola calcarata,3383296280,1910,7,27,1910-07-27T00:00,208,46.380278,8.270833,2002,NA,NA,2000 m,5,1.09,5.76,2.45,0.73,0.924051,0.41355,0.926173,0.073827
Viola calcarata,3383298512,1887,6,19,1887-06-19T00:00,170,46.395277,7.610833,2318,NA,NA,2330 m,14,0.235,2.07,0.7050000000000001,0.545,0.995355,0.7866565,0.9701435,0.0298565
Viola calcarata,3383298532,1890,7,5,1890-07-05T00:00,186,45.898055,7.186389,2007,NA,NA,NA,5,0.4,3.13,1.41,0.57,1.415929,0.572074,0.957547,0.042453
Viola calcarata,3383298541,1935,6,9,1935-06-09T00:00,160,46.001666,7.752222,2261,NA,NA,NA,2,0.38,3.025,0.895,0.725,1.221212,0.5578745,0.8798735,0.1201265
Viola calcarata,3383299540,1983,7,27,1983-07-27T00:00,208,46.569444,8.387222,2009,NA,NA,2010 m,5,0.5,3.35,1.25,0.68,2.204545,0.5218,0.886306,0.113694
Viola calcarata,3383300368,1895,7,NA,1895-07,NA,46.217777,7.680278,2498,NA,NA,NA,2,0.855,3.685,1.335,0.8400000000000001,1.2804345,0.7500344999999999,0.9745794999999999,0.0254205
Viola calcarata,3383300579,1870,6,20,1870-06-20T00:00,171,45.869125,7.152435,2373,NA,826,NA,3,0.31,2.47,1.01,0.47,0.883721,0.6369,0.968577,0.031423
Viola calcarata,3383300682,1916,7,27,1916-07-27T00:00,209,46.225833,7.623889,2202,NA,NA,2200 m,3,0.49,3.51,1.49,0.61,1.772973,0.500463,0.927305,0.072695
Viola calcarata,3383300941,1951,6,30,1951-06-30T00:00,181,46.256388,7.932778,2108,NA,NA,2100 m,15,0.6,3.23,1.29,0.73,0.786585,0.686153,0.963748,0.036252
Viola calcarata,3383301360,1871,7,24,1871-07-24T00:00,205,45.868889,7.170556,2475,NA,NA,2472 m,1,0.32,3.33,1.42,0.43,0.35545,0.35631,0.862053,0.137947
Viola calcarata,3383302595,1919,7,29,1919-07-29T00:00,210,45.985,7.765,2808,NA,NA,2700 - 2900 m,1,0.84,4.85,2.03,0.68,0.517028,0.449419,0.944437,0.055563
Viola calcarata,3383302623,1922,7,30,1922-07-30T00:00,211,45.99,7.696667,2869,NA,NA,NA,2,0.78,3.93,1.545,0.745,2.045084,0.6347965,0.9687159999999999,0.031284
Viola calcarata,3383303482,1933,7,9,1933-07-09T00:00,190,45.992222,7.706111,2541,NA,NA,NA,5,0.3,2.56,0.96,0.51,0.830986,0.6845,0.955477,0.044523
Viola calcarata,3383303539,1939,7,15,1939-07-15T00:00,196,46.146111,7.635278,2095,NA,NA,2100 m,9,0.44,3.65,1.59,0.59,1.831776,0.513565,0.94912,0.05088
Viola calcarata,3383303724,1951,7,14,1951-07-14T00:00,195,45.868888,7.170556,2475,NA,NA,NA,5,0.32,2.45,0.94,0.58,1.14,0.722437,0.97144,0.02856
Viola calcarata,3383304350,1895,7,NA,1895-07,NA,46.214166,7.688056,2400,NA,NA,2400 m,3,0.19,1.81,0.68,0.48,1.041667,0.736116,0.975516,0.024484
Viola calcarata,3383304357,1869,5,23,1869-05-23T00:00,143,46.149166,7.055278,976,NA,NA,NA,1,0.82,4.27,1.79,0.76,2.206612,0.56886,0.95782,0.04218
Viola calcarata,3383304435,1931,7,10,1931-07-10T00:00,191,46.001666,7.751667,2240,NA,NA,NA,3,0.45,3.56,1.55,0.47,0.942197,0.466789,0.955596,0.044404
Viola calcarata,3383304448,1893,8,2,1893-08-02T00:00,214,46.325277,7.313889,2553,NA,NA,2570 m,2,0.425,2.77,0.99,0.6399999999999999,2.0540225000000003,0.693485,0.9470445000000001,0.0529555
Viola calcarata,3383304683,1896,7,18,1896-07-18T00:00,200,46.136111,7.625833,1675,NA,NA,NA,3,0.53,3.19,1.23,0.63,1.527778,0.517172,0.907952,0.092048
Viola calcarata,3383305334,1905,7,NA,1905-07,127,46.00415,7.742872,1916,NA,NA,NA,7,0.57,3.32,1.2,0.55,0.861789,0.578107,0.94769,0.05231
Viola calcarata,3383305360,1869,NA,NA,1869,NA,46,7.689722,2333,NA,NA,NA,1,0.39,2.78,1.06,0.6,0.6,0.628084,0.923834,0.076166
Viola calcarata,3383305500,1904,6,23,1904-06-23T00:00,175,46.571944,8.413333,2429,NA,NA,NA,3,0.68,3.34,1.17,0.84,0.921429,0.720986,0.959857,0.040143
Viola calcarata,3383305920,1951,6,30,1951-06-30T00:00,181,46.250277,7.9375,2303,NA,NA,2300 m,2,0.32,2.5250000000000004,0.98,0.54,1.570562,0.6353504999999999,0.9099195,0.09008050000000001
Viola calcarata,3383306617,1941,7,20,1941-07-20T00:00,201,46.409444,7.590278,2701,NA,NA,2700 m,1,0.22,3.14,1.4,0.32,1.598765,0.280508,0.873224,0.126776
Viola calcarata,3383307327,1920,5,23,1920-05-23T00:00,144,46.2525,7.593889,1965,NA,NA,NA,5,0.5,3.05,1.1,0.7,0.760736,0.728869,0.96137,0.03863
Viola calcarata,3383307415,1918,7,4,1918-07-04T00:00,185,45.911388,7.198611,1810,NA,NA,NA,3,0.69,3.45,1.17,0.78,1.258503,0.722765,0.957327,0.042673
Viola calcarata,3383307497,1933,7,19,1933-07-19T00:00,200,45.996606,7.730298,1933,NA,1837,NA,7,0.31,2.74,1.11,0.41,1.551724,0.55547,0.93275,0.06725
Viola calcarata,3383307534,1952,6,15,1952-06-15T00:00,167,46.001666,7.751944,2251,NA,NA,2250 m,5,0.76,4.75,2.14,0.72,0.840304,0.407634,0.927289,0.072711
Viola calcarata,3383308645,1898,7,20,1898-07-20T00:00,201,46.378889,8.220278,2146,NA,NA,2100 - 2200 m,12,0.69,3.875,1.48,0.775,1.0482605,0.635766,0.952504,0.047496
Viola calcarata,3383309544,1913,8,4,1913-08-04T00:00,216,45.990277,7.705833,2600,NA,NA,2600 m,6,0.5800000000000001,3.8049999999999997,1.6099999999999999,0.64,1,0.5382899999999999,0.9466265,0.053373500000000004
Viola calcarata,3383309755,1904,7,NA,1904-07,97,45.993611,7.753889,2547,NA,NA,NA,1,0.64,3.52,1.31,0.76,0.576779,0.646791,0.925483,0.074517
Viola calcarata,3383310585,1912,8,22,1912-08-22T00:00,235,46.858046,9.832634,2481,NA,102,bis 2500 m,3,1.02,5.98,2.31,0.72,1.63587,0.406213,0.895786,0.104214
Viola calcarata,3383311399,1925,10,1,1925-10-01T00:00,274,45.869722,7.174444,2430,NA,NA,2400 - 2450 m,10,0.9400000000000001,5.295,2.2350000000000003,0.6699999999999999,1.5838364999999999,0.3019315,0.8193954999999999,0.1806045
Viola calcarata,3383311406,1870,6,2,1870-06-02T00:00,153,45.868888,7.170556,2475,NA,NA,NA,5,0.85,4.03,1.59,0.78,1.211538,0.674014,0.969693,0.030307
Viola calcarata,3383312435,1936,7,NA,1936-07,NA,46.093133,7.47242,2614,NA,8534,NA,2,0.2,2.755,1.21,0.33499999999999996,1.162822,0.328971,0.8826925000000001,0.1173075
Viola calcarata,3383312617,1880,5,21,1880-05-21T00:00,142,46.115627,7.199585,2351,NA,NA,2200 - 2450 m,2,1.355,6.385,2.115,1.125,1.4432675,0.3620815,0.8355414999999999,0.1644585
Viola calcarata,3383312650,1892,8,19,1892-08-19T00:00,232,45.995,7.712778,2406,NA,NA,2400 m,6,1.1400000000000001,5.385,2.23,0.815,1.352506,0.532007,0.9349890000000001,0.065011
Viola calcarata,3383313634,1876,8,19,1876-08-19T00:00,232,45.924722,7.368286,2595,NA,NA,NA,2,0.46499999999999997,3.67,1.4849999999999999,0.56,1.4575330000000002,0.434808,0.8600165,0.13998349999999998
Viola calcarata,3383314440,1892,6,NA,1892-06,NA,46.131111,7.205278,1799,NA,NA,1800 m,22,0.305,2.2800000000000002,0.84,0.53,1.0308655,0.700145,0.9614885,0.0385115
Viola calcarata,3383314534,1896,7,25,1896-07-25T00:00,207,45.868888,7.170556,2475,NA,NA,2472 m,3,0.26,2.82,0.96,0.47,1.248756,0.484207,0.94292,0.05708
Viola calcarata,3383315351,1935,8,15,1935-08-15T00:00,227,45.870833,7.169444,2552,NA,NA,2500 - 2600 m,8,0.37,2.755,1.15,0.55,1.5760990000000001,0.622596,0.9643515,0.0356485
Viola calcarata,3383315545,1904,7,NA,1904-07,97,46.236666,7.993711,2226,NA,NA,NA,1,0.35,2.41,0.89,0.57,1.274725,0.754511,0.967547,0.032453
Viola calcarata,3383322338,1985,6,24,1985-06-24T00:00,175,46.028365,7.212636,2120,NA,NA,2100 - 2140 m,4,0.30000000000000004,3.33,1.475,0.36,2.2221265,0.3339345,0.8646320000000001,0.135368
Viola calcarata,3383332235,1909,7,26,1909-07-26T00:00,207,46.329166,7.266389,2349,NA,NA,2350 m,2,0.28500000000000003,2.625,0.86,0.535,1.1828405,0.5504565,0.8984300000000001,0.10157
Viola calcarata,3383332277,1885,7,NA,1885-07,NA,46.4161,8.101667,2306,NA,NA,7000 - 8000',1,0.23,2.97,1.33,0.31,0.696429,0.331788,0.943154,0.056846
Viola calcarata,3383332294,1895,7,NA,1895-07,NA,46.198055,7.690556,2210,NA,NA,2200 m,2,0.5449999999999999,3.7,1.525,0.615,1.3279255,0.45160049999999996,0.8441725,0.1558275
Viola calcarata,3383338544,1884,7,3,1884-07-03T00:00,185,46.379497,8.251891,2018,NA,NA,NA,12,0.48,3.3899999999999997,1.3599999999999999,0.565,1.4190005,0.5747115,0.9421805,0.057819499999999996
Viola calcarata,3383339594,1914,7,NA,1914-07,NA,46.2525,7.593889,1965,NA,NA,NA,3,0.33,3.5,1.53,0.41,0.797357,0.33461,0.80193,0.19807
Viola calcarata,3383340379,1941,7,19,1941-07-19T00:00,200,46.403611,7.611831,2212,NA,NA,NA,2,0.755,3.7300000000000004,1.42,0.7549999999999999,0.9035965,0.6676774999999999,0.954249,0.045751
Viola calcarata,3383340493,1904,7,NA,1904-07,97,46.236666,7.993711,2226,NA,NA,NA,3,0.29,2.37,0.95,0.46,0.56391,0.644109,0.9354,0.0646
Viola calcarata,3383340753,1951,7,11,1951-07-11T00:00,192,46.094722,7.901667,2339,NA,NA,2300 m,6,0.475,3.49,1.4449999999999998,0.445,1.023975,0.429529,0.8841025,0.1158975
Viola calcarata,3383341535,1897,7,8,1897-07-08T00:00,189,46.016667,7.725278,2365,NA,NA,2365 m,1,0.28,3.72,1.58,0.36,3.828125,0.251453,0.694918,0.305082
Viola calcarata,3383341700,1913,8,1,1913-08-01T00:00,213,46.019166,7.745833,1624,NA,NA,NA,3,0.34,2.76,1.18,0.53,0.827586,0.659698,0.965326,0.034674
Viola calcarata,3383342462,1895,7,17,1895-07-17T00:00,198,46.196388,7.688611,2298,NA,NA,2300 m,1,0.19,2.02,0.79,0.42,0.450292,0.600411,0.930376,0.069624
Viola calcarata,3383342600,1911,6,23,1911-06-23T00:00,174,46.239722,7.981111,2419,NA,NA,NA,1,0.64,3.37,1.25,0.78,2.042373,0.705646,0.954506,0.045494
Viola calcarata,3383343675,1902,7,16,1902-07-16T00:00,197,46.431388,8.094167,2919,NA,NA,NA,1,0.66,3.37,1.18,0.82,0.767442,0.736382,0.973538,0.026462
Viola calcarata,3383344661,1915,5,21,1915-05-21T00:00,141,46.145833,7.078611,1996,NA,NA,2000 m,2,0.735,4.0649999999999995,1.69,0.6499999999999999,2.0951750000000002,0.562338,0.958393,0.041607000000000005
Viola calcarata,3383345441,1939,7,14,1939-07-14T00:00,195,46.2075,7.620833,2350,NA,NA,2350 m,2,0.215,1.96,0.735,0.44499999999999995,1.5277175,0.689038,0.945379,0.054621
Viola calcarata,3383345484,1886,7,21,1886-07-21T00:00,202,45.868888,7.170556,2475,NA,NA,NA,5,0.41,2.83,1.02,0.6,1.2,0.631977,0.962021,0.037979
Viola calcarata,3383346457,1870,7,NA,1870-07,NA,45.869125,7.152435,2373,NA,826,NA,1,0.11,1.8,0.67,0.25,1.191781,0.408901,0.920183,0.079817
Viola calcarata,3383346625,1897,6,7,1897-06-07T00:00,158,46.061667,7.491111,1830,NA,NA,NA,8,0.8300000000000001,3.77,1.455,0.84,1.1321955,0.6638204999999999,0.9666295,0.0333705
Viola calcarata,3383347787,2012,6,16,2012-06-16T00:00,168,46.393055,8.059167,2013,NA,NA,2010 m,3,0.27,2.17,0.8,0.34,0.425197,0.661066,0.952987,0.047013
Viola calcarata,4869256407,1907,6,NA,1907-06,187,46.451692,9.548148,2002,NA,5410,NA,7,0.32,2.72,1.11,0.47,1.069231,0.53575,0.946501,0.053499
Viola calcarata,4909802363,1988,6,3,1988-06-03T00:00,155,46.443426,9.657802,2000,NA,NA,2000m,14,0.35,2.51,0.9450000000000001,0.565,1.3621794999999999,0.6267335,0.9474535,0.052546499999999996
Viola calcarata,5004378729,1984,7,17,1984-07-17,199,46.43806,14.18333,1970,130,1000,NA,1,0.16,1.59,0.58,0.41,1.289474,0.785789,0.971673,0.028327
Viola calcarata,5004390844,1897,6,NA,1897-06,NA,46.43306,14.175,2025,175,1000,NA,2,0.08499999999999999,1.145,0.395,0.315,0.8997845,0.7983565,0.9567125,0.0432875
Viola calcarata,5004393321,1964,5,24,1964-05-24,145,46.4475,14.18333,1650,NA,100,NA,1,0.1,1.25,0.48,0.33,2,0.773153,0.968553,0.031447
Viola calcarata,5189254303,1841,7,NA,1841-07,NA,46.571292,10.056694,NA,NA,3006,NA,1,0.67,3.2,1.09,0.83,0.743455,0.820879,0.980933,0.019067
Viola calcarata,5276739560,1910,7,17,1910-07-17T00:00,198,46.869816,9.605922,2000,NA,1264,2000m,2,0.235,2.505,1.02,0.41000000000000003,2.9141445,0.483535,0.8813945000000001,0.1186055
Viola calcarata,5276739754,2025,4,19,2025-04-19T00:00,109,46.438204,6.989988,1835,NA,NA,2000m,1,0.28,3.77,1.68,0.26,1.613636,0.250338,0.815453,0.184547
Viola calcarata,5896482314,1895,8,3,1895-08-03T00:00,215,46.582777,9.845175,NA,NA,4530,NA,2,0.375,2.9,1.2149999999999999,0.475,0.573305,0.592298,0.9492020000000001,0.050798
Viola calcarata,5896482315,1874,NA,NA,1874,NA,46.798474,9.827503,NA,NA,NA,NA,1,0.68,3.21,1.1,0.84,1.251969,0.826061,0.984708,0.015292
Viola calcarata,5896482318,1902,7,12,1902-07-12T00:00,193,46.640815,10.194723,NA,NA,1004,NA,2,0.38,2.46,0.895,0.63,0.5887825,0.7727495,0.964071,0.035929
Viola calcarata,5896482322,1916,5,31,1916-05-31T00:00,152,46.460515,9.791675,NA,NA,733,NA,3,0.78,3.75,1.35,0.84,1.178082,0.692531,0.982203,0.017797
Viola calcarata,5896482323,1918,5,27,1918-05-27T00:00,147,46.776417,9.669469,1799,NA,NA,NA,3,0.24,2.61,1.03,0.45,0.905405,0.712338,0.968067,0.031933
Viola calcarata,5896482324,1893,8,17,1893-08-17T00:00,229,46.769777,10.334731,1972,NA,2405,2000m,2,0.325,2.58,0.96,0.565,0.8132305,0.6235550000000001,0.8917714999999999,0.1082285
Viola calcarata,5896482325,1913,7,23,1913-07-23T00:00,204,46.846153,9.836918,1970,NA,NA,1970m,3,0.34,2.88,1.17,0.45,1.678832,0.624659,0.96693,0.03307
Viola calcarata,5896482330,1924,6,11,1924-06-11T00:00,163,46.544664,9.807834,NA,NA,6420,NA,10,1.085,4.79,1.805,0.89,0.9352145000000001,0.503726,0.9071180000000001,0.09288199999999999
Viola calcarata,5896482332,1923,7,NA,1923-07,NA,46.760954,9.527261,2000,NA,601,2000m,12,0.385,2.925,1.12,0.62,1.087928,0.603974,0.943817,0.056183
Viola calcarata,5896482336,1903,7,11,1903-07-11T00:00,192,46.786791,9.831208,NA,NA,255,NA,4,0.24,2.25,0.895,0.4,1.4166665,0.718251,0.959042,0.040957999999999994
Viola calcarata,5896482342,1926,8,10,1926-08-10T00:00,222,46.820782,10.244306,2784,NA,NA,NA,3,1.32,5.59,2.39,0.86,2.272727,0.531075,0.963189,0.036811
Viola calcarata,5896482346,1909,NA,NA,1909,NA,46.804106,9.648384,1970,NA,673,1970m,1,0.65,3.38,1.28,0.72,1.216561,0.70982,0.974629,0.025371
Viola calcarata,5896482350,1918,7,25,1918-07-25T00:00,206,46.476943,9.547174,2640,NA,1303,2640 m,1,0.23,1.86,0.64,0.48,2.053333,0.832488,0.977766,0.022234
Viola calcarata,5896482351,1897,7,31,1897-07-31T00:00,212,46.464598,9.538443,2213,NA,5072,NA,1,0.27,2.29,0.69,0.65,0.962963,0.642824,0.896845,0.103155
Viola calcarata,5896482359,1895,7,4,1895-07-04T00:00,185,46.838878,9.821748,2400,NA,1091,2400m,1,0.61,3.42,1.33,0.66,1.449612,0.654225,0.960232,0.039768
Viola calcarata,5896482365,1911,6,5,1911-06-05T00:00,156,46.740493,9.734881,2350,NA,1046,2350m,2,0.21500000000000002,1.975,0.71,0.45,1.470462,0.632776,0.9308645,0.0691355
Viola calcarata,5896482388,1902,8,2,1902-08-02T00:00,214,46.885089,9.717155,NA,NA,292,NA,7,0.59,3.56,1.34,0.69,2.081818,0.584558,0.946776,0.053224
Viola calcarata,5896482390,1912,7,NA,1912-07,341,46.901974,9.22458,NA,NA,NA,NA,5,0.35,2.52,1,0.57,1.883871,0.686584,0.952421,0.047579
Viola calcarata,5896482391,1942,NA,NA,1942,NA,46.803495,9.815699,1900,NA,406,1900m,2,0.975,4.5,1.8499999999999999,0.775,0.452148,0.609108,0.9720335,0.0279665
Viola calcarata,5896482392,1895,7,NA,1895-07,NA,46.582777,9.845175,2296,NA,4530,NA,1,0.51,3.22,1.26,0.72,0.624309,0.6242,0.925775,0.074225
Viola calcarata,5896482394,1888,7,23,1888-07-23T00:00,205,46.605115,9.22272,2150,NA,392,2150m,1,0.28,2.03,0.64,0.6,2.044944,0.847978,0.97926,0.02074
Viola calcarata,5896482402,1878,7,18,1878-07-18T00:00,199,46.58235,9.837768,2300,NA,NA,2300m,1,0.43,2.79,1.01,0.61,1.522124,0.689323,0.970078,0.029922
Viola calcarata,5896482410,1903,7,15,1903-07-15T00:00,196,46.582777,9.845175,NA,NA,4530,NA,1,0.39,2.49,0.79,0.7,1.963303,0.797751,0.973251,0.026749
Viola calcarata,5896482415,1978,6,13,1978-06-13T00:00,164,46.803047,9.685585,1900,NA,313,1900m,2,0.78,3.7199999999999998,1.4,0.86,0.5755574999999999,0.7140655,0.95772,0.04228
Viola calcarata,5896482420,1912,7,4,1912-07-04T00:00,186,46.497726,9.83815,1835,NA,NA,NA,3,0.59,4.8,1.86,0.46,1.682203,0.346762,0.92074,0.07926
Viola calcarata,5896482422,1918,8,5,1918-08-05T00:00,217,46.749494,9.668732,1877,NA,551,NA,1,0.44,2.54,0.81,0.7,1.163462,0.85059,0.981615,0.018385
Viola calcarata,5896482424,1897,7,NA,1897-07,NA,46.459387,9.499111,NA,NA,959,NA,7,0.45,3.01,0.99,0.7,1.037037,0.661895,0.938467,0.061533
Viola calcarata,5896482426,1883,8,NA,1883-08,NA,46.589611,9.846103,2500,NA,601,2500m,11,0.68,3.3,1.24,0.84,1.132353,0.798883,0.965082,0.034918
Viola calcarata,5896482427,1903,7,12,1903-07-12T00:00,193,46.794837,9.675474,2000,NA,815,2000m,6,1.065,4.425,1.665,0.8700000000000001,1.489579,0.696841,0.968323,0.031677000000000004
Viola calcarata,5896482428,1905,7,25,1905-07-25T00:00,206,46.476975,9.546155,2600,NA,717,2600m,7,0.52,3.08,1.1,0.59,1.074766,0.684476,0.97444,0.02556
Viola calcarata,5896482435,1913,6,23,1913-06-23T00:00,174,46.83176,9.860898,1670,NA,995,NA,14,0.385,2.885,1.14,0.55,1.8588360000000002,0.59512,0.949264,0.050736
Viola calcarata,5896482446,1904,7,14,1904-07-14T00:00,196,46.727655,9.554491,NA,NA,NA,NA,1,0.18,2.28,0.89,0.4,1.463415,0.445647,0.835673,0.164327
Viola calcarata,5896482447,1915,5,23,1915-05-23T00:00,143,46.490403,9.825027,1960,NA,489,NA,1,0.48,2.85,1.03,0.7,1.388889,0.74208,0.964387,0.035613
Viola calcarata,5896482448,1907,7,16,1907-07-16T00:00,197,46.492302,9.902272,1795,NA,NA,NA,8,0.47,3.535,1.4500000000000002,0.47,0.7040474999999999,0.46711,0.923698,0.07630200000000001
Viola calcarata,5896482452,1914,7,1,1914-07-01T00:00,182,46.780484,9.640855,2280,NA,514,2280m,4,0.21500000000000002,2.34,0.855,0.41500000000000004,1.290909,0.5640195,0.9342145,0.0657855
Viola calcarata,5896482453,1901,5,26,1901-05-26T00:00,146,46.804266,9.647818,NA,NA,739,NA,3,0.3,3.19,1.14,0.46,1.481132,0.616621,0.96347,0.03653
Viola calcarata,5896482454,1915,5,23,1915-05-23T00:00,143,46.490404,9.825027,1960,NA,489,NA,1,0.1,1.32,0.49,0.31,0.923077,0.726169,0.952483,0.047517
Viola calcarata,5896482458,1917,8,14,1917-08-14T00:00,226,46.772523,9.622501,NA,NA,NA,NA,2,0.28,2.385,0.94,0.425,0.7986815,0.6427860000000001,0.9669935000000001,0.033006499999999994
Viola calcarata,5896482468,1887,7,28,1887-07-28T00:00,209,46.459387,9.499111,NA,NA,959,NA,1,0.27,2.2,0.81,0.55,0.846154,0.696726,0.944888,0.055112
Viola calcarata,5896482469,1912,8,6,1912-08-06T00:00,219,46.645421,10.214619,2500,NA,825,2500m,1,0.21,1.81,0.62,0.45,0.666667,0.810414,0.977159,0.022841
Viola calcarata,5896482476,1947,5,26,1947-05-26T00:00,146,46.920826,9.486276,1980,NA,182,1980m,8,0.15500000000000003,2.26,0.915,0.41000000000000003,0.705839,0.5207075,0.8676355,0.1323645
Viola calcarata,5896482483,1903,8,5,1903-08-05T00:00,217,47.016143,9.872221,2000,NA,637,2000 m,5,0.62,3.58,1.25,0.73,0.716667,0.771021,0.965489,0.034511
Viola calcarata,5896482491,1932,6,30,1932-06-30T00:00,182,46.793783,9.672171,1980,NA,616,1980m,16,0.45,2.8049999999999997,1.0150000000000001,0.62,1.1168605,0.7282795,0.9692095000000001,0.0307905
Viola calcarata,5896482496,1871,7,5,1871-07-05T00:00,186,46.607319,9.950601,1985,NA,1552,NA,3,0.43,3.08,1.34,0.64,2.085714,0.467117,0.955036,0.044964
Viola calcarata,5896482500,1914,6,21,1914-06-21T00:00,172,46.793029,9.682927,1860,NA,387,1860m,2,0.275,2.265,0.87,0.485,1.9776745,0.662647,0.9642605,0.0357395
